,CustomerID,recencia,frecuencia,monto,cluster,segmento
1103,13841.0,253,1,85.0,0,Clientes dormidos
1104,13842.0,59,9,3385.62,2,Clientes VIP
1105,13844.0,11,1,361.62,1,Clientes nuevos
1106,13845.0,65,1,312.98,1,Clientes nuevos
1107,13846.0,25,3,865.0600000000001,1,Clientes nuevos
1108,13848.0,92,3,1255.0,1,Clientes nuevos
1109,13849.0,52,2,1537.95,1,Clientes nuevos
1110,13850.0,129,1,1595.48,1,Clientes nuevos
1111,13851.0,96,3,2651.46,1,Clientes nuevos
1112,13853.0,57,1,1090.14,1,Clientes nuevos
1113,13854.0,9,25,8109.52,2,Clientes VIP
1114,13856.0,169,3,388.5,0,Clientes dormidos
1115,13858.0,57,1,216.17,1,Clientes nuevos
1116,13859.0,326,1,201.16,0,Clientes dormidos
1117,13860.0,1,5,1245.9,1,Clientes nuevos
1118,13862.0,18,8,2209.36,1,Clientes nuevos
1119,13863.0,248,1,305.78,0,Clientes dormidos
1120,13865.0,58,4,501.56,1,Clientes nuevos
1121,13866.0,74,1,145.67000000000002,1,Clientes nuevos
1122,13867.0,31,3,1015.29,1,Clientes nuevos
1123,13868.0,7,2,3192.54,1,Clientes nuevos
1124,13869.0,123,4,3104.95,1,Clientes nuevos
1125,13870.0,2,8,2770.94,1,Clientes nuevos
1126,13871.0,23,13,6403.25,2,Clientes VIP
1127,13873.0,120,3,389.6,1,Clientes nuevos
1128,13874.0,358,1,540.45,0,Clientes dormidos
1129,13875.0,54,5,1786.79,1,Clientes nuevos
1130,13876.0,64,1,122.7,1,Clientes nuevos
1131,13877.0,86,1,117.24,1,Clientes nuevos
1132,13878.0,55,1,1281.53,1,Clientes nuevos
1133,13880.0,21,13,3219.77,2,Clientes VIP
1135,13882.0,3,5,1191.13,1,Clientes nuevos
1136,13883.0,11,5,2674.48,1,Clientes nuevos
1137,13884.0,7,5,787.6,1,Clientes nuevos
1138,13885.0,189,2,506.8,0,Clientes dormidos
1139,13886.0,71,1,243.56,1,Clientes nuevos
1140,13887.0,204,1,349.55,0,Clientes dormidos
1141,13888.0,120,2,605.63,1,Clientes nuevos
1142,13889.0,93,1,416.9,1,Clientes nuevos
1143,13890.0,1,10,1883.81,1,Clientes nuevos
1144,13892.0,27,4,632.97,1,Clientes nuevos
1145,13893.0,298,1,821.1,0,Clientes dormidos
1146,13894.0,24,3,564.62,1,Clientes nuevos
1147,13895.0,28,4,2593.07,1,Clientes nuevos
1148,13897.0,50,1,311.16,1,Clientes nuevos
1149,13898.0,326,1,155.93,0,Clientes dormidos
1150,13899.0,16,2,388.52,1,Clientes nuevos
1151,13900.0,183,3,740.95,0,Clientes dormidos
1152,13901.0,72,5,2867.2,1,Clientes nuevos
1153,13904.0,37,2,332.64,1,Clientes nuevos
1154,13908.0,80,4,2369.55,1,Clientes nuevos
1155,13911.0,57,9,2580.91,2,Clientes VIP
1156,13914.0,12,2,626.45,1,Clientes nuevos
1157,13917.0,50,2,272.04,1,Clientes nuevos
1158,13918.0,50,2,1212.84,1,Clientes nuevos
1159,13919.0,59,2,384.81,1,Clientes nuevos
1160,13922.0,352,1,172.25,0,Clientes dormidos
1161,13923.0,54,1,351.13,1,Clientes nuevos
1162,13924.0,2,6,1838.85,1,Clientes nuevos
1163,13925.0,93,4,678.25,1,Clientes nuevos
1164,13926.0,23,1,223.85,1,Clientes nuevos
1165,13927.0,75,1,348.99,1,Clientes nuevos
1166,13928.0,11,4,464.57,1,Clientes nuevos
1167,13929.0,169,2,842.65,0,Clientes dormidos
1168,13930.0,58,2,337.34,1,Clientes nuevos
1169,13931.0,96,2,1237.53,1,Clientes nuevos
1170,13932.0,295,1,307.4,0,Clientes dormidos
1171,13933.0,109,2,608.7900000000001,1,Clientes nuevos
1172,13934.0,264,1,922.1,0,Clientes dormidos
1173,13936.0,180,1,376.58,0,Clientes dormidos
1174,13937.0,169,1,158.85,0,Clientes dormidos
1175,13938.0,35,1,71.66,1,Clientes nuevos
1176,13939.0,23,3,568.55,1,Clientes nuevos
1177,13940.0,17,4,839.14,1,Clientes nuevos
1178,13941.0,22,5,5112.96,2,Clientes VIP
1179,13946.0,79,3,561.5699999999999,1,Clientes nuevos
1180,13947.0,65,1,90.6,1,Clientes nuevos
1181,13948.0,361,1,102.0,0,Clientes dormidos
1182,13949.0,3,6,2427.32,1,Clientes nuevos
1183,13950.0,11,4,745.06,1,Clientes nuevos
1184,13951.0,176,3,674.45,0,Clientes dormidos
1185,13952.0,218,2,3251.071,0,Clientes dormidos
1186,13953.0,7,7,3515.68,2,Clientes VIP
1187,13954.0,2,2,439.92,1,Clientes nuevos
1188,13955.0,154,2,322.96,0,Clientes dormidos
1189,13956.0,5,5,1026.42,1,Clientes nuevos
1190,13959.0,79,3,598.2,1,Clientes nuevos
1191,13960.0,21,2,230.22,1,Clientes nuevos
1192,13962.0,22,2,169.55,1,Clientes nuevos
1193,13963.0,308,4,664.54,0,Clientes dormidos
1194,13967.0,146,1,80.7,0,Clientes dormidos
1195,13969.0,7,18,9053.94,2,Clientes VIP
1196,13971.0,19,8,2758.26,1,Clientes nuevos
1197,13972.0,71,2,190.25,1,Clientes nuevos
1198,13973.0,287,1,264.7,0,Clientes dormidos
1199,13974.0,49,1,413.59,1,Clientes nuevos
1200,13975.0,31,6,2526.28,1,Clientes nuevos
1201,13976.0,207,1,357.98,0,Clientes dormidos
1202,13978.0,15,2,196.79,1,Clientes nuevos
1203,13979.0,73,1,869.87,1,Clientes nuevos
1204,13980.0,60,1,200.14,1,Clientes nuevos
1205,13982.0,39,4,1871.81,1,Clientes nuevos
1206,13983.0,30,12,2603.43,2,Clientes VIP
1207,13984.0,27,5,920.51,1,Clientes nuevos
1208,13985.0,4,15,7060.13,2,Clientes VIP
1209,13986.0,17,1,320.46,1,Clientes nuevos
1210,13988.0,20,6,4147.96,2,Clientes VIP
1211,13989.0,66,2,1266.08,1,Clientes nuevos
1212,13990.0,213,1,311.3,0,Clientes dormidos
1213,13991.0,12,6,855.97,1,Clientes nuevos
1214,13992.0,30,1,76.8,1,Clientes nuevos
1215,13993.0,43,9,3466.36,2,Clientes VIP
1216,13994.0,4,6,2313.14,1,Clientes nuevos
1217,13995.0,15,5,1393.69,1,Clientes nuevos
1218,13999.0,10,12,3901.81,2,Clientes VIP
1219,14000.0,211,1,635.66,0,Clientes dormidos
1220,14001.0,46,3,2043.08,1,Clientes nuevos
1221,14002.0,134,2,529.73,1,Clientes nuevos
1222,14004.0,43,7,4582.64,2,Clientes VIP
1223,14005.0,10,5,2874.72,1,Clientes nuevos
1224,14006.0,116,3,962.19,1,Clientes nuevos
1225,14009.0,198,2,695.61,0,Clientes dormidos
1226,14012.0,278,1,328.8,0,Clientes dormidos
1227,14013.0,110,3,473.02,1,Clientes nuevos
1228,14014.0,77,1,505.18,1,Clientes nuevos
1229,14015.0,53,1,917.34,1,Clientes nuevos
1230,14016.0,162,4,4341.21,1,Clientes nuevos
1231,14019.0,47,3,1421.61,1,Clientes nuevos
1232,14020.0,17,2,642.8,1,Clientes nuevos
1233,14021.0,155,3,631.9,0,Clientes dormidos
1234,14022.0,225,1,440.0,0,Clientes dormidos
1235,14023.0,7,2,584.07,1,Clientes nuevos
1236,14024.0,122,2,327.7,1,Clientes nuevos
1237,14027.0,61,1,104.82,1,Clientes nuevos
1238,14029.0,63,2,467.66,1,Clientes nuevos
1239,14030.0,18,8,2360.09,1,Clientes nuevos
1241,14032.0,2,11,2975.59,2,Clientes VIP
1242,14034.0,22,3,651.8199999999999,1,Clientes nuevos
1243,14035.0,29,5,1428.02,1,Clientes nuevos
1244,14036.0,285,1,626.65,0,Clientes dormidos
1245,14037.0,176,2,147.20000000000002,0,Clientes dormidos
1246,14038.0,78,3,1560.38,1,Clientes nuevos
1247,14039.0,33,1,152.2,1,Clientes nuevos
1248,14040.0,41,12,3614.92,2,Clientes VIP
1249,14041.0,266,1,141.41,0,Clientes dormidos
1250,14044.0,27,4,652.82,1,Clientes nuevos
1251,14045.0,109,4,1659.75,1,Clientes nuevos
1252,14046.0,284,1,154.99,0,Clientes dormidos
1253,14047.0,9,5,1308.61,1,Clientes nuevos
1254,14048.0,305,1,409.93,0,Clientes dormidos
1255,14049.0,17,4,5681.72,2,Clientes VIP
1256,14050.0,32,2,746.36,1,Clientes nuevos
1258,14052.0,20,1,225.36,1,Clientes nuevos
1259,14053.0,124,2,260.25,1,Clientes nuevos
1260,14054.0,65,1,92.46,1,Clientes nuevos
1261,14055.0,106,1,725.6400000000001,1,Clientes nuevos
1262,14056.0,1,23,8214.65,2,Clientes VIP
1263,14057.0,24,17,6217.96,2,Clientes VIP
1264,14059.0,267,1,183.6,0,Clientes dormidos
1265,14060.0,5,19,6140.42,2,Clientes VIP
1266,14062.0,10,12,10464.85,2,Clientes VIP
1267,14064.0,29,5,1353.74,1,Clientes nuevos
1268,14066.0,267,1,152.55,0,Clientes dormidos
1269,14067.0,64,2,374.7,1,Clientes nuevos
1270,14068.0,320,1,265.85,0,Clientes dormidos
1271,14071.0,4,8,1438.82,1,Clientes nuevos
1272,14073.0,32,1,151.04,1,Clientes nuevos
1273,14075.0,5,3,942.26,1,Clientes nuevos
1274,14076.0,129,1,122.47,1,Clientes nuevos
1275,14077.0,41,5,499.42,1,Clientes nuevos
1276,14078.0,102,6,1049.37,1,Clientes nuevos
1277,14079.0,125,1,375.1,1,Clientes nuevos
1279,14081.0,302,2,934.52,0,Clientes dormidos
1280,14082.0,365,1,182.25,0,Clientes dormidos
1281,14083.0,4,9,1018.43,1,Clientes nuevos
1282,14085.0,2,18,4448.54,2,Clientes VIP
1283,14087.0,3,1,194.42,1,Clientes nuevos
1285,14089.0,57,1,161.0,1,Clientes nuevos
1286,14090.0,325,1,76.32000000000001,0,Clientes dormidos
1287,14092.0,8,14,4076.91,2,Clientes VIP
1288,14093.0,12,1,442.85,1,Clientes nuevos
1290,14098.0,37,1,147.35,1,Clientes nuevos
1291,14099.0,16,11,3104.17,2,Clientes VIP
1292,14100.0,138,1,194.9,0,Clientes dormidos
1293,14101.0,74,6,5976.79,2,Clientes VIP
1294,14102.0,5,5,1360.28,1,Clientes nuevos
1295,14104.0,155,2,216.21,0,Clientes dormidos
1296,14105.0,239,1,1266.23,0,Clientes dormidos
1297,14107.0,52,7,2703.23,1,Clientes nuevos
1298,14108.0,31,2,597.91,1,Clientes nuevos
1299,14109.0,73,1,144.2,1,Clientes nuevos
1300,14110.0,4,12,5683.15,2,Clientes VIP
1301,14111.0,14,4,692.85,1,Clientes nuevos
1302,14112.0,23,7,2915.15,1,Clientes nuevos
1303,14113.0,4,4,1840.42,1,Clientes nuevos
1304,14114.0,274,2,386.53,0,Clientes dormidos
1305,14116.0,20,5,1382.74,1,Clientes nuevos
1306,14117.0,144,1,90.0,0,Clientes dormidos
1307,14121.0,4,4,2780.15,1,Clientes nuevos
1308,14124.0,84,1,419.58,1,Clientes nuevos
1309,14125.0,11,3,2740.43,1,Clientes nuevos
1310,14126.0,8,3,706.1300000000001,1,Clientes nuevos
1311,14127.0,123,3,709.71,1,Clientes nuevos
1312,14128.0,61,2,637.5,1,Clientes nuevos
1313,14129.0,2,5,1123.86,1,Clientes nuevos
1314,14130.0,319,1,483.86,0,Clientes dormidos
1315,14132.0,2,11,3586.0299999999997,2,Clientes VIP
1316,14133.0,130,3,605.64,1,Clientes nuevos
1317,14135.0,2,15,4690.31,2,Clientes VIP
1318,14138.0,2,2,982.38,1,Clientes nuevos
1319,14139.0,46,1,415.82,1,Clientes nuevos
1320,14140.0,4,2,935.05,1,Clientes nuevos
1321,14141.0,3,4,915.13,1,Clientes nuevos
1323,14143.0,134,1,115.8,0,Clientes dormidos
1324,14145.0,47,4,3742.2,1,Clientes nuevos
1325,14146.0,9,5,4191.0,1,Clientes nuevos
1326,14147.0,78,2,483.4,1,Clientes nuevos
1327,14148.0,234,1,157.2,0,Clientes dormidos
1328,14149.0,221,1,446.62,0,Clientes dormidos
1329,14150.0,36,2,658.64,1,Clientes nuevos
1330,14152.0,75,2,621.29,1,Clientes nuevos
1331,14154.0,239,2,1345.62,0,Clientes dormidos
1332,14155.0,266,1,118.75,0,Clientes dormidos
1334,14157.0,20,2,432.88,1,Clientes nuevos
1335,14158.0,40,1,507.66,1,Clientes nuevos
1336,14159.0,20,11,4693.01,2,Clientes VIP
1337,14161.0,216,3,1110.52,0,Clientes dormidos
1338,14162.0,174,2,289.36,0,Clientes dormidos
1339,14163.0,87,4,2445.91,1,Clientes nuevos
1340,14164.0,71,2,1631.77,1,Clientes nuevos
1341,14165.0,276,1,122.54,0,Clientes dormidos
1342,14167.0,39,4,574.84,1,Clientes nuevos
1343,14171.0,98,1,363.79,1,Clientes nuevos
1344,14173.0,11,4,450.84,1,Clientes nuevos
1345,14174.0,33,1,134.46,1,Clientes nuevos
1346,14175.0,60,3,3222.3,1,Clientes nuevos
1347,14176.0,297,4,576.9000000000001,0,Clientes dormidos
1348,14177.0,86,4,559.41,1,Clientes nuevos
1349,14178.0,9,7,1620.93,1,Clientes nuevos
1350,14179.0,41,2,719.78,1,Clientes nuevos
1351,14180.0,11,25,4748.52,2,Clientes VIP
1352,14184.0,67,1,452.89,1,Clientes nuevos
1353,14185.0,331,1,197.65,0,Clientes dormidos
1354,14188.0,31,6,2054.36,1,Clientes nuevos
1355,14189.0,2,15,4654.08,2,Clientes VIP
1356,14191.0,2,13,4684.76,2,Clientes VIP
1357,14193.0,68,2,853.39,1,Clientes nuevos
1358,14194.0,5,21,11349.52,2,Clientes VIP
1359,14195.0,202,2,1012.0,0,Clientes dormidos
1360,14196.0,107,1,335.52,1,Clientes nuevos
1361,14198.0,18,4,701.4,1,Clientes nuevos
1362,14199.0,218,1,185.4,0,Clientes dormidos
1363,14201.0,60,7,747.44,1,Clientes nuevos
1364,14204.0,2,1,161.03,1,Clientes nuevos
1365,14205.0,17,2,466.7,1,Clientes nuevos
1366,14206.0,239,1,328.15999999999997,0,Clientes dormidos
1367,14208.0,95,1,151.74,1,Clientes nuevos
1368,14209.0,11,6,2073.43,1,Clientes nuevos
1369,14210.0,106,6,1905.84,1,Clientes nuevos
1370,14211.0,53,9,2241.1,1,Clientes nuevos
1371,14212.0,90,1,1070.48,1,Clientes nuevos
1372,14214.0,31,5,1004.38,1,Clientes nuevos
1373,14215.0,12,6,1789.72,1,Clientes nuevos
1374,14216.0,3,4,1839.3,1,Clientes nuevos
1375,14217.0,2,17,2004.98,2,Clientes VIP
1376,14218.0,43,1,169.48000000000002,1,Clientes nuevos
1377,14219.0,4,1,89.94,1,Clientes nuevos
1378,14220.0,247,2,632.4,0,Clientes dormidos
1379,14221.0,42,9,3432.8,2,Clientes VIP
1380,14222.0,177,1,683.17,0,Clientes dormidos
1381,14223.0,92,3,991.13,1,Clientes nuevos
1382,14224.0,110,4,1050.12,1,Clientes nuevos
1383,14226.0,29,5,2232.19,1,Clientes nuevos
1384,14227.0,26,10,3350.96,2,Clientes VIP
1385,14229.0,52,3,1547.2,1,Clientes nuevos
1386,14231.0,184,3,925.71,0,Clientes dormidos
1387,14232.0,43,5,2048.07,1,Clientes nuevos
1388,14233.0,49,4,1462.72,1,Clientes nuevos
1389,14234.0,22,4,775.46,1,Clientes nuevos
1390,14235.0,75,5,3144.86,1,Clientes nuevos
1391,14236.0,81,2,490.86,1,Clientes nuevos
1393,14238.0,326,1,146.85,0,Clientes dormidos
1394,14239.0,43,11,2380.85,2,Clientes VIP
1395,14240.0,30,2,890.34,1,Clientes nuevos
1396,14241.0,184,1,213.7,0,Clientes dormidos
1397,14242.0,235,2,280.55,0,Clientes dormidos
1398,14243.0,9,10,2588.77,2,Clientes VIP
1399,14245.0,220,2,1693.45,0,Clientes dormidos
1400,14246.0,111,3,1474.06,1,Clientes nuevos
1401,14247.0,278,1,136.76999999999998,0,Clientes dormidos
1402,14248.0,318,1,302.58,0,Clientes dormidos
1403,14250.0,7,3,1904.05,1,Clientes nuevos
1404,14251.0,2,5,2879.7000000000003,1,Clientes nuevos
1405,14256.0,260,2,969.06,0,Clientes dormidos
1406,14257.0,64,5,3099.7200000000003,1,Clientes nuevos
1407,14258.0,9,9,12669.98,2,Clientes VIP
1408,14259.0,142,1,120.0,0,Clientes dormidos
1409,14261.0,51,2,1163.45,1,Clientes nuevos
1410,14262.0,8,8,2618.23,1,Clientes nuevos
1411,14264.0,155,2,333.97,0,Clientes dormidos
1412,14265.0,109,2,530.18,1,Clientes nuevos
1413,14267.0,163,3,1516.24,0,Clientes dormidos
1414,14270.0,332,1,492.65,0,Clientes dormidos
1415,14271.0,226,1,112.32,0,Clientes dormidos
1416,14272.0,74,2,437.96,1,Clientes nuevos
1417,14273.0,51,4,559.97,1,Clientes nuevos
1418,14276.0,99,3,1119.74,1,Clientes nuevos
1419,14277.0,15,3,4216.2,1,Clientes nuevos
1420,14280.0,197,1,134.04,0,Clientes dormidos
1421,14282.0,3,15,3729.34,2,Clientes VIP
1422,14284.0,31,2,595.25,1,Clientes nuevos
1423,14285.0,21,4,1910.01,1,Clientes nuevos
1424,14286.0,24,3,4628.75,1,Clientes nuevos
1425,14287.0,8,3,176.63,1,Clientes nuevos
1426,14288.0,213,1,426.6,0,Clientes dormidos
1427,14289.0,9,6,911.26,1,Clientes nuevos
1428,14290.0,11,5,2314.65,1,Clientes nuevos
1429,14291.0,2,11,3883.25,2,Clientes VIP
1430,14292.0,8,9,4871.93,2,Clientes VIP
1431,14293.0,3,4,1046.56,1,Clientes nuevos
1432,14295.0,40,1,166.20000000000002,1,Clientes nuevos
1433,14297.0,18,4,1305.33,1,Clientes nuevos
1435,14299.0,8,9,3965.62,2,Clientes VIP
1437,14301.0,117,1,640.14,1,Clientes nuevos
1438,14304.0,223,1,383.45,0,Clientes dormidos
1439,14305.0,71,3,1858.96,1,Clientes nuevos
1440,14306.0,51,2,2093.32,1,Clientes nuevos
1441,14307.0,89,6,2995.72,1,Clientes nuevos
1442,14309.0,8,9,2352.53,1,Clientes nuevos
1443,14311.0,243,1,310.26,0,Clientes dormidos
1444,14312.0,47,6,1611.59,1,Clientes nuevos
1445,14314.0,107,1,120.0,1,Clientes nuevos
1446,14315.0,45,6,2481.13,1,Clientes nuevos
1447,14317.0,65,1,508.58,1,Clientes nuevos
1448,14320.0,207,2,477.79,0,Clientes dormidos
1449,14321.0,11,5,1530.75,1,Clientes nuevos
1450,14323.0,115,2,605.0600000000001,1,Clientes nuevos
1451,14326.0,242,1,183.85,0,Clientes dormidos
1452,14327.0,163,1,311.65,0,Clientes dormidos
1453,14329.0,17,7,5014.84,2,Clientes VIP
1454,14331.0,124,2,462.66,1,Clientes nuevos
1455,14332.0,23,3,866.31,1,Clientes nuevos
1456,14333.0,68,1,415.2,1,Clientes nuevos
1457,14334.0,17,8,2552.21,1,Clientes nuevos
1458,14335.0,16,2,468.26,1,Clientes nuevos
1459,14336.0,17,4,1614.91,1,Clientes nuevos
1460,14338.0,161,2,588.22,0,Clientes dormidos
1461,14339.0,243,1,309.52,0,Clientes dormidos
1462,14340.0,219,1,134.7,0,Clientes dormidos
1463,14341.0,45,8,2182.28,1,Clientes nuevos
1464,14342.0,21,4,668.5600000000001,1,Clientes nuevos
1465,14344.0,127,8,889.9300000000001,1,Clientes nuevos
1466,14345.0,39,1,108.98,1,Clientes nuevos
1467,14346.0,121,2,1021.58,1,Clientes nuevos
1468,14348.0,260,1,409.57,0,Clientes dormidos
1469,14349.0,10,1,133.5,1,Clientes nuevos
1470,14350.0,274,1,282.93,0,Clientes dormidos
1472,14352.0,157,4,1078.96,0,Clientes dormidos
1473,14353.0,215,1,90.6,0,Clientes dormidos
1474,14354.0,6,2,163.62,1,Clientes nuevos
1475,14355.0,366,1,174.4,0,Clientes dormidos
1476,14356.0,80,2,701.23,1,Clientes nuevos
1477,14357.0,43,1,225.77,1,Clientes nuevos
1478,14359.0,19,3,912.18,1,Clientes nuevos
1479,14360.0,32,4,2128.23,1,Clientes nuevos
1480,14362.0,22,1,161.2,1,Clientes nuevos
1481,14364.0,109,8,3717.35,2,Clientes VIP
1482,14367.0,8,16,9261.52,2,Clientes VIP
1483,14368.0,320,1,155.0,0,Clientes dormidos
1484,14371.0,295,1,100.5,0,Clientes dormidos
1485,14373.0,358,1,76.55,0,Clientes dormidos
1486,14375.0,185,1,257.68,0,Clientes dormidos
1487,14377.0,191,2,617.05,0,Clientes dormidos
1488,14379.0,44,2,348.1,1,Clientes nuevos
1489,14381.0,52,1,202.68,1,Clientes nuevos
1490,14382.0,26,1,626.0699999999999,1,Clientes nuevos
1491,14383.0,38,3,1247.69,1,Clientes nuevos
1492,14385.0,9,3,202.11,1,Clientes nuevos
1493,14386.0,297,1,142.4,0,Clientes dormidos
1494,14387.0,33,3,1770.56,1,Clientes nuevos
1495,14388.0,10,8,3212.84,2,Clientes VIP
1496,14389.0,65,2,1043.46,1,Clientes nuevos
1497,14390.0,10,9,4652.82,2,Clientes VIP
1498,14393.0,218,1,67.95,0,Clientes dormidos
1499,14395.0,2,9,3507.71,2,Clientes VIP
1500,14396.0,65,2,487.99,1,Clientes nuevos
1501,14397.0,3,19,2612.96,2,Clientes VIP
1502,14400.0,149,1,574.7,0,Clientes dormidos
1503,14401.0,4,13,4051.48,2,Clientes VIP
1504,14403.0,130,4,1475.81,1,Clientes nuevos
1505,14404.0,34,6,1474.32,1,Clientes nuevos
1506,14406.0,119,1,156.75,1,Clientes nuevos
1507,14407.0,107,6,2157.73,1,Clientes nuevos
1508,14408.0,11,7,2606.53,1,Clientes nuevos
1509,14409.0,71,6,2059.4500000000003,1,Clientes nuevos
1510,14410.0,92,9,1105.07,1,Clientes nuevos
1511,14411.0,311,1,1063.0,0,Clientes dormidos
1512,14412.0,43,2,770.03,1,Clientes nuevos
1513,14413.0,362,1,122.7,0,Clientes dormidos
1514,14414.0,92,7,1496.98,1,Clientes nuevos
1515,14415.0,1,13,5900.28,2,Clientes VIP
1516,14416.0,22,2,490.22,1,Clientes nuevos
1517,14418.0,4,3,1937.25,1,Clientes nuevos
1518,14419.0,11,6,1058.06,1,Clientes nuevos
1519,14420.0,99,1,387.52,1,Clientes nuevos
1520,14421.0,57,2,813.11,1,Clientes nuevos
1521,14422.0,1,6,4263.64,2,Clientes VIP
1522,14423.0,218,1,265.2,0,Clientes dormidos
1523,14424.0,18,1,322.08,1,Clientes nuevos
1524,14426.0,24,10,4481.67,2,Clientes VIP
1525,14427.0,50,2,363.34,1,Clientes nuevos
1526,14428.0,7,5,1244.83,1,Clientes nuevos
1527,14431.0,303,1,470.36,0,Clientes dormidos
1528,14432.0,10,6,2255.51,1,Clientes nuevos
1529,14434.0,22,6,1372.8,1,Clientes nuevos
1530,14436.0,99,1,89.06,1,Clientes nuevos
1531,14437.0,366,1,63.0,0,Clientes dormidos
1532,14438.0,306,1,131.9,0,Clientes dormidos
1533,14439.0,320,1,2661.24,0,Clientes dormidos
1534,14440.0,8,5,2357.6800000000003,1,Clientes nuevos
1535,14441.0,1,4,1712.89,1,Clientes nuevos
1536,14442.0,205,2,1589.82,0,Clientes dormidos
1537,14443.0,54,4,1420.2,1,Clientes nuevos
1538,14446.0,1,4,1039.58,1,Clientes nuevos
1539,14447.0,19,5,1163.23,1,Clientes nuevos
1540,14448.0,9,2,375.35,1,Clientes nuevos
1541,14449.0,19,4,907.1,1,Clientes nuevos
1542,14450.0,181,3,483.25,0,Clientes dormidos
1543,14451.0,60,2,662.59,1,Clientes nuevos
1544,14452.0,11,2,264.44,1,Clientes nuevos
1545,14453.0,190,1,119.93,0,Clientes dormidos
1546,14456.0,5,9,3062.4,2,Clientes VIP
1547,14457.0,311,1,113.64,0,Clientes dormidos
1548,14459.0,155,1,1837.92,0,Clientes dormidos
1549,14460.0,110,3,434.34,1,Clientes nuevos
1550,14461.0,148,3,2103.06,1,Clientes nuevos
1551,14462.0,66,11,2004.02,2,Clientes VIP
1552,14463.0,98,3,529.62,1,Clientes nuevos
1553,14465.0,247,3,1058.62,0,Clientes dormidos
1554,14466.0,29,7,2272.4,1,Clientes nuevos
1555,14467.0,18,4,598.76,1,Clientes nuevos
1556,14470.0,12,2,461.19,1,Clientes nuevos
1557,14472.0,104,8,1936.84,1,Clientes nuevos
1558,14473.0,74,2,234.34000000000003,1,Clientes nuevos
1559,14474.0,46,1,547.66,1,Clientes nuevos
1560,14475.0,72,3,925.85,1,Clientes nuevos
1561,14476.0,257,1,215.7,0,Clientes dormidos
1562,14477.0,20,4,1309.6,1,Clientes nuevos
1563,14479.0,254,2,316.25,0,Clientes dormidos
1564,14480.0,11,1,279.05,1,Clientes nuevos
1565,14481.0,165,2,636.51,0,Clientes dormidos
1566,14482.0,18,6,2068.15,1,Clientes nuevos
1567,14483.0,282,1,137.1,0,Clientes dormidos
1568,14484.0,50,1,321.92,1,Clientes nuevos
1569,14485.0,39,1,165.75,1,Clientes nuevos
1570,14487.0,27,6,1196.33,1,Clientes nuevos
1571,14488.0,68,1,1064.28,1,Clientes nuevos
1572,14489.0,207,1,463.38,0,Clientes dormidos
1573,14491.0,175,2,340.93,0,Clientes dormidos
1574,14493.0,7,5,2383.24,1,Clientes nuevos
1575,14494.0,26,1,139.56,1,Clientes nuevos
1576,14495.0,51,2,123.8,1,Clientes nuevos
1577,14496.0,312,2,538.8100000000001,0,Clientes dormidos
1578,14497.0,309,1,475.37,0,Clientes dormidos
1579,14498.0,43,5,1957.32,1,Clientes nuevos
1580,14499.0,26,3,815.32,1,Clientes nuevos
1581,14500.0,88,3,356.85,1,Clientes nuevos
1582,14501.0,184,2,251.21,0,Clientes dormidos
1583,14502.0,20,11,2470.67,2,Clientes VIP
1584,14503.0,3,6,3543.26,1,Clientes nuevos
1585,14504.0,47,4,673.26,1,Clientes nuevos
1586,14505.0,17,8,5905.64,2,Clientes VIP
1587,14506.0,17,5,2012.17,1,Clientes nuevos
1588,14507.0,24,6,1383.18,1,Clientes nuevos
1589,14508.0,22,2,276.42,1,Clientes nuevos
1590,14511.0,11,5,1314.81,1,Clientes nuevos
1591,14512.0,188,2,275.28,0,Clientes dormidos
1592,14513.0,101,3,455.59,1,Clientes nuevos
1593,14514.0,61,3,1055.35,1,Clientes nuevos
1594,14515.0,18,6,2102.09,1,Clientes nuevos
1595,14517.0,33,2,330.45,1,Clientes nuevos
1596,14518.0,64,1,174.37,1,Clientes nuevos
1597,14520.0,2,2,270.6,1,Clientes nuevos
1598,14522.0,24,4,974.54,1,Clientes nuevos
1599,14523.0,108,1,241.09,1,Clientes nuevos
1600,14524.0,32,9,1867.68,1,Clientes nuevos
1601,14525.0,20,9,4332.2,2,Clientes VIP
1603,14528.0,37,1,364.22,1,Clientes nuevos
1604,14529.0,60,3,620.04,1,Clientes nuevos
1605,14530.0,26,6,2925.91,1,Clientes nuevos
1606,14532.0,236,4,932.85,0,Clientes dormidos
1607,14533.0,25,7,1949.72,1,Clientes nuevos
1608,14534.0,3,18,4447.05,2,Clientes VIP
1609,14535.0,60,3,2864.19,1,Clientes nuevos
1610,14536.0,260,1,171.8,0,Clientes dormidos
1611,14537.0,58,1,355.56,1,Clientes nuevos
1612,14538.0,65,2,388.25,1,Clientes nuevos
1613,14539.0,16,2,537.48,1,Clientes nuevos
1614,14540.0,10,3,996.26,1,Clientes nuevos
1615,14541.0,59,8,1461.65,1,Clientes nuevos
1616,14542.0,186,1,103.25,0,Clientes dormidos
1617,14543.0,29,16,3630.33,2,Clientes VIP
1618,14544.0,24,2,2024.45,1,Clientes nuevos
1619,14546.0,5,5,2578.09,1,Clientes nuevos
1620,14547.0,4,8,4007.54,2,Clientes VIP
1621,14548.0,151,2,652.8,0,Clientes dormidos
1622,14549.0,311,1,289.24,0,Clientes dormidos
1623,14550.0,11,2,765.62,1,Clientes nuevos
